id;safra_abertura;cidade;estado;idade;sexo;limite_total;limite_disp;data;valor;grupo_estabelecimento;cidade_estabelecimento;pais_estabelecimento
94873707154;201710;SAO PAULO             ;SP ;32;F;2200;204;2019-06-07;16,9;SERVI‚O;SAO PAULO;BR
94873707154;201710;SAO PAULO             ;SP ;32;F;2200;181;2019-06-07;23,07;SERVI‚O;SAO PAULO;BR
94873707154;201710;SAO PAULO             ;SP ;32;F;2200;176;2019-06-07;5;SERVI‚O;SAO PAULO;BR
94873707154;201710;SAO PAULO             ;SP ;32;F;2200;124;2019-06-09;51,9;SERVI‚O;SAO PAULO;BR
94873707154;201710;SAO PAULO             ;SP ;32;F;2200;104;2019-06-10;19,86;SERVI‚O;SAO PAULO;BR
94873707154;201710;SAO PAULO             ;SP ;32;F;2200;24;2019-06-28;215;VAREJO;SAO PAULO;BR
94873707154;201710;SAO PAULO             ;SP ;32;F;2200;233;2019-09-06;74;SERVI‚O;SAO PAULO;BR
94873707154;201710;SAO PAULO             ;SP ;32;F;2200;159;2019-05-20;14,34;SERVI‚O;SAO PAULO;BR
94873707154;201710;SAO PAULO             ;SP ;32;F;2200;145;2019-05-20;13,39;SERVI‚O;SAO PAULO;BR
94873707154;201710;SAO PAULO             ;SP ;32;F;2200;132;2019-05-20;13,33;SERVI‚O;SAO PAULO;BR
94873707154;201710;SAO PAULO             ;SP ;32;F;2200;1195;2019-05-06;13,2;SERVI‚O;SAO PAULO;BR
94873707154;201710;SAO PAULO             ;SP ;32;F;2200;1160;2019-05-06;34,61;SERVI‚O;SAO PAULO;BR
94873707154;201710;SAO PAULO             ;SP ;32;F;3700;259;2019-11-12;17,45;SUPERMERCADOS;OSASCO;BR
94873707154;201710;SAO PAULO             ;SP ;32;F;3700;1031;2020-04-18;50;POSTO DE GAS;SAO PAULO;BR
94873707154;201710;SAO PAULO             ;SP ;32;F;3700;761;2020-04-18;269,99;SUPERMERCADOS;SAO PAULO;BR
94873707154;201710;SAO PAULO             ;SP ;32;F;3700;647;2020-04-18;113,37;SUPERMERCADOS;SAO PAULO;BR
94873707154;201710;SAO PAULO             ;SP ;32;F;2200;239;2019-06-25;219,9;VESTUARIO;SAO PAULO;BR
94873707154;201710;SAO PAULO             ;SP ;32;F;2200;173;2019-05-19;177;SERVI‚O;SAO PAULO;BR
94873707154;201710;SAO PAULO             ;SP ;32;F;3700;734;2019-12-11;32,9;SERVI‚O;SAO PAULO;BR
94873707154;201710;SAO PAULO             ;SP ;32;F;3700;539;2020-04-22;108,5;RESTAURANTE;OSASCO;BR
94873707154;201710;SAO PAULO             ;SP ;32;F;3700;1106;2019-10-30;176,68;LOJA DE DEPART;SAO CAETANO D;BR
94873707154;201710;SAO PAULO             ;SP ;32;F;3700;1104;2019-10-30;2,16;SERVI‚O;Sao Paulo;BR
94873707154;201710;SAO PAULO             ;SP ;32;F;2200;425;2019-10-02;197,96;LOJA DE DEPART;SAO PAULO;BR
94873707154;201710;SAO PAULO             ;SP ;32;F;2200;63;2019-10-21;15,33;SERVI‚O;SAO PAULO;BR
94873707154;201710;SAO PAULO             ;SP ;32;F;3700;1910;2020-03-10;33,32;RESTAURANTE;SAO PAULO;BR
94873707154;201710;SAO PAULO             ;SP ;32;F;2200;1127;2019-05-07;33,9;SERVI‚O;SAO PAULO;BR
94873707154;201710;SAO PAULO             ;SP ;32;F;2200;1113;2019-05-07;13,19;SERVI‚O;SAO PAULO;BR
94873707154;201710;SAO PAULO             ;SP ;32;F;2200;746;2019-04-05;44,05;SERVI‚O;SAO PAULO;BR
94873707154;201710;SAO PAULO             ;SP ;32;F;2200;552;2019-10-04;239,8;SERVI‚O;VINHEDO;BR
94873707154;201710;SAO PAULO             ;SP ;32;F;2200;530;2019-10-04;21,98;SERVI‚O;SAO PAULO;BR
94873707154;201710;SAO PAULO             ;SP ;32;F;2200;502;2019-10-04;14,1;SERVI‚O;SAO PAULO;BR
94873707154;201710;SAO PAULO             ;SP ;32;F;2200;20;2019-06-14;40,39;SERVI‚O;SAO PAULO;BR
94873707154;201710;SAO PAULO             ;SP ;32;F;2200;8;2019-06-14;32;SERVI‚O;SAO PAULO;BR
94873707154;201710;SAO PAULO             ;SP ;32;F;2200;1242;2019-05-05;17,12;VAREJO;SAO PAULO;BR
94873707154;201710;SAO PAULO             ;SP ;32;F;2200;1222;2019-05-06;20;SERVI‚O;RIO DE JANEIR;BR
94873707154;201710;SAO PAULO             ;SP ;32;F;2200;1208;2019-05-06;13,49;SERVI‚O;SAO PAULO;BR
94873707154;201710;SAO PAULO             ;SP ;32;F;2200;79;2019-10-21;15,78;SERVI‚O;SAO PAULO;BR
94873707154;201710;SAO PAULO             ;SP ;32;F;3700;414;2019-11-08;48;SERVI‚O;SAO PAULO;BR
94873707154;201710;SAO PAULO             ;SP ;32;F;3700;400;2019-11-08;13,5;SUPERMERCADOS;SAO PAULO;BR
94873707154;201710;SAO PAULO             ;SP ;32;F;2200;99;2019-09-10;32,9;SERVI‚O;SAO PAULO;BR
94873707154;201710;SAO PAULO             ;SP ;32;F;2200;9;2019-09-10; -   ;TRANS FINANC;SAO PAULO;BR
94873707154;201710;SAO PAULO             ;SP ;32;F;2200;568;2019-04-26;29;SERVI‚O;SAOPAULO;BR
94873707154;201710;SAO PAULO             ;SP ;32;F;2200;478;2019-04-26;90;SERVI‚O;BARUERI;BR
94873707154;201710;SAO PAULO             ;SP ;32;F;3700;1944;2020-03-10;149;ARTIGOS ELETRO;SAO PAULO;BR
94873707154;201710;SAO PAULO             ;SP ;32;F;3700;630;2019-12-14;32,64;SERVI‚O;SAO PAULO;BR
94873707154;201710;SAO PAULO             ;SP ;32;F;3700;1610;2019-12-14;20;SERVI‚O;OSASCO;BR
94873707154;201710;SAO PAULO             ;SP ;32;F;3700;1500;2019-12-14;110;ARTIGOS ELETRO;BARUERI;BR
94873707154;201710;SAO PAULO             ;SP ;32;F;2200;444;2019-06-23;23,27;SERVI‚O;SAO PAULO;BR
94873707154;201710;SAO PAULO             ;SP ;32;F;2200;203;2019-10-16;245,13;SERVI‚O;SAO PAULO;BR
94873707154;201710;SAO PAULO             ;SP ;32;F;3700;528;2020-04-25;10,9;VAREJO;SAO PAULO;BR
94873707154;201710;SAO PAULO             ;SP ;32;F;3700;477;2020-04-25;50,51;VAREJO;OSASCO;BR
94873707154;201710;SAO PAULO             ;SP ;32;F;3700;445;2020-04-25;32;RESTAURANTE;OSASCO;BR
94873707154;201710;SAO PAULO             ;SP ;32;F;2200;22;2019-08-22;56;RESTAURANTE;SAO PAULO;BR
94873707154;201710;SAO PAULO             ;SP ;32;F;2200;1100;2019-05-07;13,21;SERVI‚O;SAO PAULO;BR
94873707154;201710;SAO PAULO             ;SP ;32;F;3700;551;2019-11-23;31,8;RESTAURANTE;SAO PAULO;BR
94873707154;201710;SAO PAULO             ;SP ;32;F;3700;1095;2019-10-30;9,3;SERVI‚O;5,51E+11;BR
94873707154;201710;SAO PAULO             ;SP ;32;F;3700;1082;2019-10-30;13,07;SERVI‚O;SAO PAULO;BR
94873707154;201710;SAO PAULO             ;SP ;32;F;2200;319;2019-07-23;62,97;SUPERMERCADOS;GUARULHOS;BR
94873707154;201710;SAO PAULO             ;SP ;32;F;2200;309;2019-07-24;9,1;RESTAURANTE;SAO PAULO;BR
94873707154;201710;SAO PAULO             ;SP ;32;F;2200;231;2019-07-24;78,28;SERVI‚O;RIODEJANEIRO;BR
94873707154;201710;SAO PAULO             ;SP ;32;F;2200;169;2019-07-24;62;SERVI‚O;SAO PAULO;BR
94873707154;201710;SAO PAULO             ;SP ;32;F;2200;39;2019-07-24;129,8;VESTUARIO;SAO PAULO;BR
94873707154;201710;SAO PAULO             ;SP ;32;F;2200;16;2019-07-24;23,5;VAREJO;SAO PAULO;BR
94873707154;201710;SAO PAULO             ;SP ;32;F;3700;767;2019-12-03;23,71;SERVI‚O;SAO PAULO;BR
94873707154;201710;SAO PAULO             ;SP ;32;F;2200;220;2019-06-06;64,98;SERVI‚O;Sao Paulo;BR
3,09E+11;201710;GUARULHOS             ;SP ;44;F;4200;4074;2019-09-25;4,74;SERVI‚O;SAO PAULO;BR
3,09E+11;201710;GUARULHOS             ;SP ;44;F;4200;3908;2019-06-25;6,5;SERVI‚O;SAO PAULO;BR
3,09E+11;201710;GUARULHOS             ;SP ;44;F;4200;3895;2019-06-29;6,5;SERVI‚O;SAO PAULO;BR
3,09E+11;201710;GUARULHOS             ;SP ;44;F;4200;3888;2019-07-01;6,5;SERVI‚O;SAO PAULO;BR
3,09E+11;201710;GUARULHOS             ;SP ;44;F;4200;3600;2019-08-27;70;SERVI‚O;GUARULHOS;BR
3,09E+11;201710;GUARULHOS             ;SP ;44;F;4200;4829;2019-04-09;19,35;SERVI‚O;SAO PAULO;BR
3,09E+11;201710;GUARULHOS             ;SP ;44;F;4200;2711;2020-01-07;984,61;CIA AEREAS;SAO PAULO;BR
3,09E+11;201710;GUARULHOS             ;SP ;44;F;4200;4006;2019-10-08;6,7;SERVI‚O;SAO PAULO;BR
3,09E+11;201710;GUARULHOS             ;SP ;44;F;4200;3746;2020-01-07;74,99;VESTUARIO;SAO PAULO;BR
3,09E+11;201710;GUARULHOS             ;SP ;44;F;4200;3696;2020-01-07;50;SERVI‚O;SAO PAULO;BR
3,09E+11;201710;GUARULHOS             ;SP ;44;F;4200;3252;2019-12-11;759,5;CIA AEREAS;BARUERI;BR
3,09E+11;201710;GUARULHOS             ;SP ;44;F;4200;3813;2019-10-01;6,4;SERVI‚O;SAO PAULO;BR
3,09E+11;201710;GUARULHOS             ;SP ;44;F;4200;4712;2019-05-04;117,98;VESTUARIO;SAO PAULO;BR
3,09E+11;201710;GUARULHOS             ;SP ;44;F;4200;3835;2019-11-26;9,5;SERVI‚O;SAO PAULO;BR
3,09E+11;201710;GUARULHOS             ;SP ;44;F;4200;3594;2019-08-21;6,88;SERVI‚O;SAO PAULO;BR
3,09E+11;201710;GUARULHOS             ;SP ;44;F;4200;4849;2019-04-08;7;SERVI‚O;SAO PAULO;BR
3,09E+11;201710;GUARULHOS             ;SP ;44;F;4200;3515;2019-11-29;309,8;VAREJO;SAO PAULO;BR
3,09E+11;201710;GUARULHOS             ;SP ;44;F;4200;3971;2019-08-02;3,6;SERVI‚O;SAO PAULO;BR
3,09E+11;201710;GUARULHOS             ;SP ;44;F;4200;3781;2019-08-04;190,56;SERVI‚O;FRANCA;BR
3,09E+11;201710;GUARULHOS             ;SP ;44;F;4200;5334;2019-06-09;104,64;M.O.T.O.;SAO PAULO;BR
3,09E+11;201710;GUARULHOS             ;SP ;44;F;4200;4534;2019-06-10;800;HOSP E CLINICA;GUARULHOS;BR
3,09E+11;201710;GUARULHOS             ;SP ;44;F;4200;3824;2019-11-29;10,37;SERVI‚O;SAO PAULO;BR
3,09E+11;201710;GUARULHOS             ;SP ;44;F;4200;3601;2019-08-18;179,98;LOJA DE DEPART;SAO PAULO;BR
3,09E+11;201710;GUARULHOS             ;SP ;44;F;4200;3844;2019-11-22;4,92;SERVI‚O;SAO PAULO;BR
3,09E+11;201710;GUARULHOS             ;SP ;44;F;4200;3820;2019-09-29;254,27;VAREJO;GUARULHOS;BR
3,09E+11;201710;GUARULHOS             ;SP ;44;F;4200;3483;2019-12-02;31,6;SERVI‚O;SAO PAULO;BR
3,09E+11;201710;GUARULHOS             ;SP ;44;F;4200;4820;2019-05-09;23,9;VAREJO;GUARULHOS;BR
3,09E+11;201710;GUARULHOS             ;SP ;44;F;4200;4520;2019-05-09;300;VAREJO;GUARULHOS;BR
3,09E+11;201710;GUARULHOS             ;SP ;44;F;4200;3483;2020-04-14;100,67;VAREJO;CURITIBA;BR
3,09E+11;201710;GUARULHOS             ;SP ;44;F;4200;3501;2019-07-25;882;ARTIGOS ELETRO;SAO PAULO;BR
3,09E+11;201710;GUARULHOS             ;SP ;44;F;4200;3391;2019-10-26;164,84;FARMACIAS;SAO PAULO;BR
3,09E+11;201710;GUARULHOS             ;SP ;44;F;4200;3713;2019-10-05;99,99;VESTUARIO;GUARULHOS;BR
3,09E+11;201710;GUARULHOS             ;SP ;44;F;4200;3700;2019-10-07;12,6;SERVI‚O;SAO PAULO;BR
3,09E+11;201710;GUARULHOS             ;SP ;44;F;4200;3556;2019-10-19;449,96;VESTUARIO;SAO PAULO;BR
3,09E+11;201710;GUARULHOS             ;SP ;44;F;4200;2571;2020-01-29;139,98;VAREJO;SAOPAULO;BR
3,09E+11;201710;GUARULHOS             ;SP ;44;F;4200;2359;2020-01-29;211,8;VESTUARIO;SAO PAULO;BR
3,09E+11;201710;GUARULHOS             ;SP ;44;F;4200;3194;2020-04-18;288,97;VESTUARIO;SERRA;BR
3,09E+11;201710;GUARULHOS             ;SP ;44;F;4200;3153;2020-04-18;40,8;LOJA DE DEPART;CAMPINAS;BR
3,09E+11;201710;GUARULHOS             ;SP ;44;F;4200;3901;2019-06-28;7,1;SERVI‚O;SAO PAULO;BR
2,46E+11;201806;SAO PAULO             ;SP ;32;F;10500;6770;2020-01-12;185,23;FARMACIAS;GUARULHOS;BR
2,46E+11;201806;SAO PAULO             ;SP ;32;F;10500;6554;2020-01-12;216,47;SUPERMERCADOS;GUARULHOS;BR
2,46E+11;201806;SAO PAULO             ;SP ;32;F;10500;14152;2019-08-02;45,01;M.O.T.O.;RIO DE JANEIR;BR
2,46E+11;201806;SAO PAULO             ;SP ;32;F;10500;7951;2020-01-05;83,8;MOVEIS E DECOR;OSASCO;BR
2,46E+11;201806;SAO PAULO             ;SP ;32;F;10500;7887;2020-01-05;63,67;M.O.T.O.;OSASCO;BR
2,46E+11;201806;SAO PAULO             ;SP ;32;F;10500;8082;2020-01-02;200;SERVI‚O;SAO PAULO;BR
2,46E+11;201806;SAO PAULO             ;SP ;32;F;10500;8158;2020-01-03;107,45;POSTO DE GAS;GUARULHOS;BR
2,46E+11;201806;SAO PAULO             ;SP ;32;F;10500;8157;2020-01-03;1,63;M.O.T.O.;Eden Prarie;BR
2,46E+11;201806;SAO PAULO             ;SP ;32;F;10500;8035;2020-01-04;122;RESTAURANTE;JUNDIAI;BR
2,46E+11;201806;SAO PAULO             ;SP ;32;F;10500;5548;2020-01-23;105,45;VAREJO;SAO PAULO;BR
2,46E+11;201806;SAO PAULO             ;SP ;32;F;10500;14127;2019-07-14;482,8;ARTIGOS ELETRO;OSASCO;BR
2,46E+11;201806;SAO PAULO             ;SP ;32;F;10500;7585;2020-01-08;125,82;RESTAURANTE;SAO PAULO;BR
2,46E+11;201806;SAO PAULO             ;SP ;32;F;10500;13004;2019-06-02;120,7;M.O.T.O.;OSASCO;BR
2,46E+11;201806;SAO PAULO             ;SP ;32;F;10500;7810;2020-01-07;58;SUPERMERCADOS;GUARULHOS;BR
2,46E+11;201806;SAO PAULO             ;SP ;32;F;10500;7711;2020-01-08;100,95;POSTO DE GAS;GUARULHOS;BR
2,46E+11;201806;SAO PAULO             ;SP ;32;F;1426;77;2020-04-24;207,52;VESTUARIO;RIO DE JANEIR;BR
2,46E+11;201806;SAO PAULO             ;SP ;32;F;10500;12953;2019-06-05;51;RESTAURANTE;PRAIA GRANDE;BR
2,46E+11;201806;SAO PAULO             ;SP ;32;F;10500;6053;2020-01-14;40;SERVI‚O;Sao Paulo;BR
2,46E+11;201806;SAO PAULO             ;SP ;32;F;10500;6424;2020-01-12;130,16;VAREJO;SAO PAULO;BR
2,46E+11;201806;SAO PAULO             ;SP ;32;F;10500;6175;2020-01-12;248,69;M.O.T.O.;RIO DE JANEIR;BR
2,46E+11;201806;SAO PAULO             ;SP ;32;F;10500;5653;2020-01-15;399,8;VAREJO;GUARULHOS;BR
2,46E+11;201806;SAO PAULO             ;SP ;32;F;10500;7868;2020-01-06;18,9;LOJA DE DEPART;OSASCO;BR
2,46E+11;201806;SAO PAULO             ;SP ;32;F;10500;8682;2019-12-29;102,15;POSTO DE GAS;GUARULHOS;BR
2,46E+11;201806;SAO PAULO             ;SP ;32;F;10500;8282;2019-12-29;400;RESTAURANTE;SAO PAULO;BR
2,46E+11;201806;SAO PAULO             ;SP ;32;F;1426;151;2020-05-07;190;RESTAURANTE;OSASCO;BR
2,46E+11;201806;SAO PAULO             ;SP ;32;F;10500;7295;2020-01-10;290;VAREJO;CAMPINAS;BR
2,46E+11;201806;SAO PAULO             ;SP ;32;F;10500;6955;2020-01-10;339,8;VESTUARIO;CAMPINAS;BR
2,46E+11;201806;SAO PAULO             ;SP ;32;F;10500;12801;2019-11-13;1.577,60;VESTUARIO;OSASCO;BR
2,46E+11;201806;SAO PAULO             ;SP ;32;F;10500;6093;2020-01-12;81,8;LOJA DE DEPART;SAO PAULO;BR
5,43E+11;201807;SAO PAULO             ;SP ;32;F;4200;499;2019-04-10;9,5;SERVI‚O;SAO PAULO;BR
5,43E+11;201807;SAO PAULO             ;SP ;32;F;4200;4952;2020-01-30;20,5;SERVI‚O;SAO PAULO;BR
5,43E+11;201807;SAO PAULO             ;SP ;32;F;4200;519;2019-04-06;4,45;SERVI‚O;SAO PAULO;BR
5,43E+11;201807;SAO PAULO             ;SP ;32;F;4200;514;2019-04-06;4,2;SERVI‚O;SAO PAULO;BR
5,43E+11;201807;SAO PAULO             ;SP ;32;F;4200;508;2019-04-08;5,95;SERVI‚O;SAO PAULO;BR
5,43E+11;201807;SAO PAULO             ;SP ;32;F;4200;1395;2019-06-06;8,5;SERVI‚O;SAO PAULO;BR
5,43E+11;201807;SAO PAULO             ;SP ;32;F;4200;4434;2020-01-14;15,66;SERVI‚O;SAO PAULO;BR
5,43E+11;201807;SAO PAULO             ;SP ;32;F;4200;4427;2020-01-14;6,8;SERVI‚O;SAO PAULO;BR
5,43E+11;201807;SAO PAULO             ;SP ;32;F;4200;4703;2019-11-29;4,9;RESTAURANTE;OSASCO;BR
5,43E+11;201807;SAO PAULO             ;SP ;32;F;4200;1930;2019-06-20;9,3;SERVI‚O;SAO PAULO;BR
5,43E+11;201807;SAO PAULO             ;SP ;32;F;4200;1920;2019-06-20;10,8;SERVI‚O;SAO PAULO;BR
5,43E+11;201807;SAO PAULO             ;SP ;32;F;4200;4451;2020-01-11;12,6;SERVI‚O;SAO PAULO;BR
5,43E+11;201807;SAO PAULO             ;SP ;32;F;4200;4449;2020-01-11;2;SERVI‚O;SAO PAULO;BR
5,43E+11;201807;SAO PAULO             ;SP ;32;F;4200;5019;2020-01-22;18,4;SERVI‚O;SAO PAULO;BR
5,43E+11;201807;SAO PAULO             ;SP ;32;F;4200;4996;2020-01-23;22,6;SERVI‚O;SAO PAULO;BR
5,43E+11;201807;SAO PAULO             ;SP ;32;F;4200;4986;2020-01-23;10,5;SERVI‚O;SAO PAULO;BR
5,43E+11;201807;SAO PAULO             ;SP ;32;F;4200;1892;2019-07-09;6;SERVI‚O;SAO PAULO;BR
5,43E+11;201807;SAO PAULO             ;SP ;32;F;4200;4653;2019-12-24;10,4;SERVI‚O;SAO PAULO;BR
5,43E+11;201807;SAO PAULO             ;SP ;32;F;4200;3301;2019-10-01;142,78;FARMACIAS;SANTO ANDRE;BR
5,43E+11;201807;SAO PAULO             ;SP ;32;F;4200;4719;2019-11-27;19,1;SERVI‚O;SAO PAULO;BR
5,43E+11;201807;SAO PAULO             ;SP ;32;F;4200;3787;2019-12-12;19,2;SERVI‚O;SAO PAULO;BR
5,43E+11;201807;SAO PAULO             ;SP ;32;F;4200;3773;2019-12-12;14,1;SERVI‚O;SAO PAULO;BR
5,43E+11;201807;SAO PAULO             ;SP ;32;F;4200;3172;2019-10-17;105;VESTUARIO;SAOBERNARDODO;BR
5,43E+11;201807;SAO PAULO             ;SP ;32;F;4200;4647;2019-12-26;6,7;SERVI‚O;SAO PAULO;BR
5,43E+11;201807;SAO PAULO             ;SP ;32;F;4200;921;2019-05-13;6,7;SERVI‚O;SAO PAULO;BR
5,43E+11;201807;SAO PAULO             ;SP ;32;F;4200;1070;2020-03-24;6,6;SERVI‚O;SAO PAULO;BR
5,43E+11;201807;SAO PAULO             ;SP ;32;F;4200;3876;2019-08-26;12,4;SERVI‚O;SAO PAULO;BR
5,43E+11;201807;SAO PAULO             ;SP ;32;F;4200;5118;2019-11-20;8,7;SERVI‚O;SAO PAULO;BR
5,43E+11;201807;SAO PAULO             ;SP ;32;F;4200;2145;2020-03-19;6,6;SERVI‚O;SAO PAULO;BR
5,43E+11;201807;SAO PAULO             ;SP ;32;F;4200;2133;2020-03-19;11,7;SERVI‚O;SAO PAULO;BR
5,43E+11;201807;SAO PAULO             ;SP ;32;F;4200;5213;2019-11-05;289;VESTUARIO;SAO PAULO;BR
5,43E+11;201807;SAO PAULO             ;SP ;32;F;4200;4693;2019-11-30;9,7;SERVI‚O;SAO PAULO;BR
5,43E+11;201807;SAO PAULO             ;SP ;32;F;4200;1063;2020-03-24;6,6;SERVI‚O;SAO PAULO;BR
5,43E+11;201807;SAO PAULO             ;SP ;32;F;4200;1704;2020-03-07;6,7;SERVI‚O;SAO PAULO;BR
5,43E+11;201807;SAO PAULO             ;SP ;32;F;4200;4889;2020-02-01;40,7;SERVI‚O;SAO PAULO;BR
5,43E+11;201807;SAO PAULO             ;SP ;32;F;4200;1089;2020-02-01;3.800,00;AGENCIA DE TUR;SANTO ANDRE;BR
5,43E+11;201807;SAO PAULO             ;SP ;32;F;4200;4983;2019-11-08;139,99;VESTUARIO;SAO BERNARDO;BR
5,43E+11;201807;SAO PAULO             ;SP ;32;F;4200;2770;2019-09-07;14,4;SERVI‚O;SAO PAULO;BR
5,43E+11;201807;SAO PAULO             ;SP ;32;F;4200;3752;2019-12-13;21,3;SERVI‚O;SAO PAULO;BR
5,43E+11;201807;SAO PAULO             ;SP ;32;F;4200;1023;2020-02-12;6,7;SERVI‚O;SAO PAULO;BR
5,43E+11;201807;SAO PAULO             ;SP ;32;F;4200;1711;2020-02-24;6,7;SERVI‚O;SAO PAULO;BR
5,43E+11;201807;SAO PAULO             ;SP ;32;F;4200;3826;2019-10-29;5,69;SERVI‚O;SAO PAULO;BR
5,43E+11;201807;SAO PAULO             ;SP ;32;F;4200;5079;2019-11-25;18,2;SERVI‚O;SAO PAULO;BR
5,43E+11;201807;SAO PAULO             ;SP ;32;F;4200;4979;2020-01-25;6,7;SERVI‚O;SAO PAULO;BR
5,43E+11;201807;SAO PAULO             ;SP ;32;F;4200;4972;2020-01-25;6,7;SERVI‚O;SAO PAULO;BR
5,43E+11;201807;SAO PAULO             ;SP ;32;F;4200;1487;2020-05-07;0,24;SERVI‚O;SAO PAULO;BR
5,43E+11;201807;SAO PAULO             ;SP ;32;F;4200;1433;2019-06-01;8;SERVI‚O;SAO PAULO;BR
5,43E+11;201807;SAO PAULO             ;SP ;32;F;4200;1423;2019-06-01;10,62;SERVI‚O;SAO PAULO;BR
5,43E+11;201807;SAO PAULO             ;SP ;32;F;4200;5123;2019-11-06;90;VESTUARIO;SAO BERNARDO;BR
5,43E+11;201807;SAO PAULO             ;SP ;32;F;4200;5097;2019-11-23;6,7;SERVI‚O;SAO PAULO;BR
5,43E+11;201807;SAO PAULO             ;SP ;32;F;4200;1682;2020-03-13;15,8;SERVI‚O;SAO PAULO;BR
5,43E+11;201807;SAO PAULO             ;SP ;32;F;4200;4708;2019-11-28;11;SERVI‚O;SAO PAULO;BR
5,43E+11;201807;SAO PAULO             ;SP ;32;F;4200;4664;2019-12-20;15,81;SERVI‚O;SAO PAULO;BR
5,43E+11;201807;SAO PAULO             ;SP ;32;F;4200;2160;2019-07-21;349,56;VAREJO;SAO CAETANO D;BR
5,43E+11;201807;SAO PAULO             ;SP ;32;F;4200;4973;2019-11-09;9,5;SERVI‚O;SAO PAULO;BR
5,43E+11;201807;SAO PAULO             ;SP ;32;F;4200;946;2019-05-03;7,3;SERVI‚O;SAO PAULO;BR
5,43E+11;201807;SAO PAULO             ;SP ;32;F;4200;1063;2020-02-06;6,7;SERVI‚O;SAO PAULO;BR
5,43E+11;201807;SAO PAULO             ;SP ;32;F;4200;1057;2020-02-06;6,7;SERVI‚O;SAO PAULO;BR
5,43E+11;201807;SAO PAULO             ;SP ;32;F;4200;5104;2019-11-21;14,1;SERVI‚O;SAO PAULO;BR
5,43E+11;201807;SAO PAULO             ;SP ;32;F;4200;4754;2019-11-26;325;VESTUARIO;OSASCO;BR
5,43E+11;201807;SAO PAULO             ;SP ;32;F;4200;4738;2019-11-26;15,72;SERVI‚O;SAO PAULO;BR
5,43E+11;201807;SAO PAULO             ;SP ;32;F;4200;3869;2019-08-31;7,2;SERVI‚O;SAO PAULO;BR
5,43E+11;201807;SAO PAULO             ;SP ;32;F;4200;3859;2019-08-31;9,6;SERVI‚O;SAO PAULO;BR
5,43E+11;201807;SAO PAULO             ;SP ;32;F;4200;2784;2019-09-07;3;SERVI‚O;SAO PAULO;BR
5,43E+11;201807;SAO PAULO             ;SP ;32;F;4200;3960;2019-12-06;3;SERVI‚O;SAO PAULO;BR
5,43E+11;201807;SAO PAULO             ;SP ;32;F;4200;3937;2019-12-06;23,6;SERVI‚O;SAO PAULO;BR
5,43E+11;201807;SAO PAULO             ;SP ;32;F;4200;3888;2019-08-24;5,99;SERVI‚O;SAO PAULO;BR
5,43E+11;201807;SAO PAULO             ;SP ;32;F;4200;1441;2019-05-30;29,99;VESTUARIO;SAO PAULO;BR
5,43E+11;201807;SAO PAULO             ;SP ;32;F;4200;3807;2019-12-11;20;SERVI‚O;SAO PAULO;BR
5,43E+11;201807;SAO PAULO             ;SP ;32;F;4200;4483;2020-01-07;69,9;LOJA DE DEPART;SANTO ANDRE;BR
5,43E+11;201807;SAO PAULO             ;SP ;32;F;4200;3918;2019-08-20;12,38;SERVI‚O;SAO PAULO;BR
5,43E+11;201807;SAO PAULO             ;SP ;32;F;4200;3277;2019-10-15;17,7;SERVI‚O;SAO PAULO;BR
5,43E+11;201807;SAO PAULO             ;SP ;32;F;4200;4930;2020-01-31;21,5;SERVI‚O;SAO PAULO;BR
5,43E+11;201807;SAO PAULO             ;SP ;32;F;4200;5126;2019-11-19;18,5;SERVI‚O;SAO PAULO;BR
5,43E+11;201807;SAO PAULO             ;SP ;32;F;4200;3846;2019-09-04;10,3;SERVI‚O;SAO PAULO;BR
5,43E+11;201807;SAO PAULO             ;SP ;32;F;4200;4883;2019-11-14;89,99;VESTUARIO;SAO PAULO;BR
5,43E+11;201807;SAO PAULO             ;SP ;32;F;4200;1029;2020-02-07;27,3;SERVI‚O;SAO PAULO;BR
5,43E+11;201807;SAO PAULO             ;SP ;32;F;4200;3190;2019-08-07;9,6;SERVI‚O;SAO PAULO;BR
5,43E+11;201807;SAO PAULO             ;SP ;32;F;4200;2151;2020-03-18;10,5;SERVI‚O;SAO PAULO;BR
5,43E+11;201807;SAO PAULO             ;SP ;32;F;4200;4560;2020-01-06;79,9;LOJA DE DEPART;RIO DE JANEIR;BR
5,43E+11;201807;SAO PAULO             ;SP ;32;F;4200;4553;2020-01-06;6,8;SERVI‚O;SAO PAULO;BR
5,43E+11;201807;SAO PAULO             ;SP ;32;F;4200;1885;2019-07-12;6,4;SERVI‚O;SAO PAULO;BR
5,43E+11;201807;SAO PAULO             ;SP ;32;F;4200;984;2020-04-02;78,7;M.O.T.O.;OSASCO;BR
5,43E+11;201807;SAO PAULO             ;SP ;32;F;4200;757;2020-04-02;227,8;M.O.T.O.;OSASCO;BR
5,43E+11;201807;SAO PAULO             ;SP ;32;F;4200;741;2020-04-02;15,2;SERVI‚O;SAO PAULO;BR
5,43E+11;201807;SAO PAULO             ;SP ;32;F;4200;1897;2019-06-19;65,27;SERVI‚O;SAO PAULO;BR
5,43E+11;201807;SAO PAULO             ;SP ;32;F;4200;3827;2019-12-10;109,99;VESTUARIO;SAO BERNARDO;BR
